Player	選手	Team	Date	Game	Pitch	Pitches	Velocity	ResultType	Result
Kondoh, Kensuke	近藤 健介	NIP	2022-07-29	72671	straight	2	138	hit	single
Mannami, Chusei	万波 中正	NIP	2022-07-29	72671	straight	1	137	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-29	72671	change-up	8	138	hit	single
Shimizu, Yushi	清水 優心	NIP	2022-07-29	72671	curve	3	100	hit	single
Nakashima, Takuya	中島 卓也	NIP	2022-07-29	72671	change-up	3	129	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-07-29	72671	slider	8	135	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-29	72671	change-up	1	135	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-29	72671	straight	4	149	hit	single
Nishikawa, Haruki	西川 遥輝	RAK	2022-07-29	72671	straight	7	144	hit	double
Okabayashi, Yuki	岡林 勇希	CHU	2022-07-29	72081	fork	3	137	hit	triple
Okabayashi, Yuki	岡林 勇希	CHU	2022-07-29	72081	two-seam	1	139	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-07-29	72081	fork	3	133	hit	single
Abe, Toshiki	阿部 寿樹	CHU	2022-07-29	72081	straight	2	144	hit	double
Abe, Toshiki	阿部 寿樹	CHU	2022-07-29	72081	fork	2	132	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-07-29	72081	curve	7	116	hit	home-run
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-07-29	72081	straight	3	138	hit	home-run
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-07-29	72081	curve	2	116	hit	home-run
Kinoshita, Takuya	木下 拓哉	CHU	2022-07-29	72081	straight	4	142	hit	single
Kinoshita, Takuya	木下 拓哉	CHU	2022-07-29	72081	straight	2	145	hit	single
Garcia, Guillermo	ガルシア ギジェルモ	CHU	2022-07-29	72081	cutter	5	135	hit	single
Tsuchida, Ryuku	土田 龍空	CHU	2022-07-29	72081	straight	1	146	hit	double
Tsuchida, Ryuku	土田 龍空	CHU	2022-07-29	72081	two-seam	3	137	hit	double
Takahashi, Hiroto	髙橋 宏斗	CHU	2022-07-29	72081	cutter	2	136	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-07-29	72081	split-finger	4	141	hit	double
Adachi, Ryoichi	安達 了一	ORX	2022-07-29	72672	straight	2	NA	hit	single
Adachi, Ryoichi	安達 了一	ORX	2022-07-29	72672	straight	1	NA	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-29	72672	straight	6	NA	hit	double
Fukuda, Shuhei	福田 周平	ORX	2022-07-29	72672	two-seam	4	NA	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-29	72672	curve	3	NA	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-29	72672	straight	3	147	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-29	72672	slider	2	NA	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-29	72672	slider	3	NA	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-29	72672	sinker	2	NA	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-29	72672	curve	3	NA	hit	home-run
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-29	72672	cutter	1	NA	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-29	72672	slider	6	NA	hit	home-run
Mune, Yuma	宗 佑磨	ORX	2022-07-29	72672	straight	2	NA	hit	single
Wakatsuki, Kenya	若月 健矢	ORX	2022-07-29	72672	sinker	6	NA	hit	single
Wakatsuki, Kenya	若月 健矢	ORX	2022-07-29	72672	straight	1	NA	hit	single
Ogino, Takashi	荻野 貴司	LOT	2022-07-29	72672	straight	4	NA	hit	home-run
Takabe, Akito	髙部 瑛斗	LOT	2022-07-29	72672	change-up	1	NA	hit	home-run
Takabe, Akito	髙部 瑛斗	LOT	2022-07-29	72672	straight	3	NA	hit	double
Sugano, Tsuyoshi	菅野 剛士	LOT	2022-07-29	72672	split-finger	7	NA	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-29	72672	fork	4	NA	hit	single
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-07-29	72672	straight	2	NA	hit	home-run
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-07-29	72672	straight	7	146	hit	single
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-07-29	72672	curve	5	NA	hit	single
Matsukawa, Kou	松川 虎生	LOT	2022-07-29	72672	change-up	3	NA	hit	single
Matsukawa, Kou	松川 虎生	LOT	2022-07-29	72672	straight	2	NA	hit	single
Fujioka, Yudai	藤岡 裕大	LOT	2022-07-29	72672	slider	3	NA	hit	single
Fujioka, Yudai	藤岡 裕大	LOT	2022-07-29	72672	straight	9	NA	hit	single
Murakami, Munetaka	村上 宗隆	YAK	2022-07-30	72083	straight	3	NA	hit	double
Murakami, Munetaka	村上 宗隆	YAK	2022-07-30	72083	straight	3	146	hit	home-run
Nakamura, Yuhei	中村 悠平	YAK	2022-07-30	72083	cutter	4	143	hit	single
Osuna, José	オスナ ホセ	YAK	2022-07-30	72083	straight	2	146	hit	single
Osuna, José	オスナ ホセ	YAK	2022-07-30	72083	straight	4	142	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-07-30	72083	straight	5	147	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-07-30	72083	straight	6	148	hit	double
Nakano, Takumu	中野 拓夢	HAN	2022-07-30	72083	fork	2	NA	hit	single
Shimada, Kairi	島田 海吏	HAN	2022-07-30	72083	straight	1	138	hit	double
Shimada, Kairi	島田 海吏	HAN	2022-07-30	72083	fork	2	128	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-07-30	72083	shoot	3	147	hit	home-run
Sato, Teruaki	佐藤 輝明	HAN	2022-07-30	72083	shoot	3	143	hit	single
Ohyama, Yusuke	大山 悠輔	HAN	2022-07-30	72083	shoot	3	148	hit	double
Itohara, Kento	糸原 健斗	HAN	2022-07-30	72083	fork	1	126	hit	single
Rodriguez, Aderlin	ロドリゲス アデルリン	HAN	2022-07-30	72083	slider	2	137	hit	double
Umeno, Ryutaro	梅野 隆太郎	HAN	2022-07-30	72083	straight	1	140	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-07-20	72659	straight	6	146	hit	home-run
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-07-20	72659	straight	3	147	hit	double
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-07-20	72659	cutter	3	143	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-20	72659	straight	4	144	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-20	72659	straight	5	140	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-20	72659	curve	7	117	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-07-20	72659	straight	2	146	hit	home-run
Asamura, Hideto	浅村 栄斗	RAK	2022-07-20	72659	straight	2	146	hit	home-run
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-20	72659	slider	3	131	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-07-20	72659	curve	6	122	hit	single
Okajima, Takero	岡島 豪郎	RAK	2022-07-20	72659	straight	2	145	hit	double
Okajima, Takero	岡島 豪郎	RAK	2022-07-20	72659	straight	5	145	hit	single
Okajima, Takero	岡島 豪郎	RAK	2022-07-20	72659	sinker	2	139	hit	double
Tanaka, Kazuki	田中 和基	RAK	2022-07-20	72659	fork	5	136	hit	single
Tanaka, Kazuki	田中 和基	RAK	2022-07-20	72659	straight	6	146	hit	double
Tanaka, Kazuki	田中 和基	RAK	2022-07-20	72659	split-finger	3	141	hit	single
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-07-20	72659	straight	2	141	hit	home-run
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-07-20	72659	straight	3	149	hit	home-run
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-20	72659	straight	4	147	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-20	72659	straight	2	139	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-20	72659	two-seam	5	143	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-20	72659	sinker	5	136	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-20	72659	straight	6	139	hit	single
Kai, Takuya	甲斐 拓也	SFT	2022-07-20	72659	straight	1	146	hit	single
Despaigne, Alfredo	デスパイネ アルフレド	SFT	2022-07-20	72659	straight	4	143	hit	home-run
Takata, Tomoki	髙田 知季	SFT	2022-07-20	72659	fork	2	140	hit	single
Nomura, Daiju	野村 大樹	SFT	2022-07-20	72659	cutter	3	137	hit	double
Matsuda, Nobuhiro	松田 宣浩	SFT	2022-07-20	72659	straight	5	144	hit	single
Matsuda, Nobuhiro	松田 宣浩	SFT	2022-07-20	72659	straight	1	140	hit	single
Aoki, Norichika	青木 宣親	YAK	2022-07-31	72086	two-seam	3	140	hit	double
Yamada, Tetsuto	山田 哲人	YAK	2022-07-31	72086	slider	2	128	hit	single
Murakami, Munetaka	村上 宗隆	YAK	2022-07-31	72086	slider	4	NA	hit	home-run
Murakami, Munetaka	村上 宗隆	YAK	2022-07-31	72086	straight	1	141	hit	home-run
Murakami, Munetaka	村上 宗隆	YAK	2022-07-31	72086	nuckle-curve	3	116	hit	home-run
Santana, Domingo	サンタナ ドミンゴ	YAK	2022-07-31	72086	straight	1	143	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-07-31	72086	cutter	2	132	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-07-31	72086	straight	2	150	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-07-31	72086	curve	2	105	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-07-31	72086	straight	2	142	hit	single
Ohyama, Yusuke	大山 悠輔	HAN	2022-07-31	72086	shoot	3	144	hit	single
Umeno, Ryutaro	梅野 隆太郎	HAN	2022-07-31	72086	straight	3	141	hit	single
Umeno, Ryutaro	梅野 隆太郎	HAN	2022-07-31	72086	shoot	5	143	hit	single
Obata, Ryuhei	小幡 竜平	HAN	2022-07-31	72086	shoot	3	152	hit	single
Yohkawa, Naomasa	陽川 尚将	HAN	2022-07-31	72086	slider	1	131	hit	double
Kondoh, Kensuke	近藤 健介	NIP	2022-07-07	75371	straight	6	NA	hit	double
Sugiya, Kenshi	杉谷 拳士	NIP	2022-07-07	75371	straight	1	NA	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-07	75371	cutter	4	NA	hit	double
Matsumoto, Goh	松本 剛	NIP	2022-07-07	75371	cutter	7	NA	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-07	75371	straight	3	NA	hit	triple
Nomura, Yuki	野村 佑希	NIP	2022-07-07	75371	straight	2	NA	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-07	75371	curve	2	NA	hit	home-run
Kori, Takuya	郡 拓也	NIP	2022-07-07	75371	straight	1	NA	hit	single
Asama, Daiki	淺間 大基	NIP	2022-07-07	75371	curve	6	NA	hit	single
Ishikawa, Ryo	石川 亮	NIP	2022-07-07	75371	slider	3	NA	hit	single
Kamikawabata, Daigo	上川畑 大悟	NIP	2022-07-07	75371	straight	3	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-07-07	75371	slider	2	NA	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-07-07	75371	slider	2	NA	hit	single
Sugano, Tsuyoshi	菅野 剛士	LOT	2022-07-07	75371	shoot	5	NA	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-07-07	75371	slider	2	NA	hit	home-run
Yamaguchi, Koki	山口 航輝	LOT	2022-07-07	75371	fork	3	NA	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-31	72677	curve	1	118	hit	triple
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-31	72677	straight	1	143	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-07-31	72677	change-up	5	133	hit	double
Watanabe, Ryo	渡邉 諒	NIP	2022-07-31	72677	straight	3	142	hit	double
Furukawa, Yudai	古川 裕大	NIP	2022-07-31	72677	fork	2	140	hit	single
Nakashima, Takuya	中島 卓也	NIP	2022-07-31	72677	straight	3	145	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-31	72677	straight	3	144	hit	home-run
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-31	72677	straight	4	140	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-31	72677	curve	5	115	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-31	72677	cutter	3	134	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-31	72677	slider	6	124	hit	triple
Suzuki, Daichi	鈴木 大地	RAK	2022-07-31	72677	straight	1	146	hit	double
Suzuki, Daichi	鈴木 大地	RAK	2022-07-31	72677	fork	7	133	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-07-31	72677	straight	5	148	hit	single
Mogi, Eigoro	茂木 栄五郎	RAK	2022-07-31	72677	straight	3	144	hit	double
Okajima, Takero	岡島 豪郎	RAK	2022-07-31	72677	straight	3	143	hit	single
Okajima, Takero	岡島 豪郎	RAK	2022-07-31	72677	straight	4	145	hit	home-run
Okajima, Takero	岡島 豪郎	RAK	2022-07-31	72677	slider	2	132	hit	single
Ohshima, Yohei	大島 洋平	CHU	2022-07-31	72087	two-seam	2	137	hit	single
Ohshima, Yohei	大島 洋平	CHU	2022-07-31	72087	fork	5	136	hit	double
Ohshima, Yohei	大島 洋平	CHU	2022-07-31	72087	straight	2	142	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-07-31	72087	slider	2	131	hit	double
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-07-31	72087	two-seam	1	137	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-07-31	72087	fork	2	141	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-07-31	72087	change-up	3	129	hit	single
Kinoshita, Takuya	木下 拓哉	CHU	2022-07-31	72087	straight	1	144	hit	double
Revilla, Pedro	レビーラ ペドロ	CHU	2022-07-31	72087	straight	4	137	hit	single
Tsuchida, Ryuku	土田 龍空	CHU	2022-07-31	72087	slider	2	129	hit	single
Gunji, Yuya	郡司 裕也	CHU	2022-07-31	72087	fork	1	135	hit	single
Gotoh, Shunta	後藤 駿太	CHU	2022-07-31	72087	curve	2	119	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-07-31	72087	two-seam	3	135	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-07-31	72087	two-seam	7	137	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-07-31	72087	split-finger	7	141	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-07-31	72087	split-finger	6	144	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-07-31	72087	two-seam	1	136	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-07-31	72087	straight	10	140	hit	home-run
Akiyama, Shogo	秋山 翔吾	HIR	2022-07-31	72087	split-finger	3	141	hit	single
Akiyama, Shogo	秋山 翔吾	HIR	2022-07-31	72087	split-finger	2	145	hit	single
Chono, Hisayoshi	長野 久義	HIR	2022-07-31	72087	nuckle-curve	5	117	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-07-31	72087	cutter	2	124	hit	single
Hatsuki, Ryutaro	羽月 隆太郎	HIR	2022-07-31	72087	straight	1	146	hit	single
Aizawa, Tsubasa	會澤 翼	HIR	2022-07-31	72087	straight	5	NA	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-01	72613	cutter	1	141	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-01	72613	change-up	2	126	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-01	72613	straight	4	145	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-01	72613	cutter	1	144	hit	single
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-01	72613	cutter	2	144	hit	double
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-01	72613	change-up	2	126	hit	single
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-01	72613	fork	5	145	hit	double
Wakatsuki, Kenya	若月 健矢	ORX	2022-07-01	72613	straight	8	146	hit	single
Wakatsuki, Kenya	若月 健矢	ORX	2022-07-01	72613	straight	2	150	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-01	72613	slider	2	134	hit	double
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-01	72613	cutter	5	140	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-07-01	72613	straight	3	143	hit	triple
Kamikawabata, Daigo	上川畑 大悟	NIP	2022-07-01	72613	cutter	2	140	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-01	72615	straight	2	NA	hit	home-run
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-01	72615	straight	5	NA	hit	home-run
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-01	72615	straight	5	NA	hit	double
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-01	72615	straight	1	NA	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-01	72615	straight	4	NA	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-01	72615	slider	4	NA	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-07-01	72615	straight	1	NA	hit	single
Mogi, Eigoro	茂木 栄五郎	RAK	2022-07-01	72615	straight	2	NA	hit	single
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-07-01	72615	straight	6	NA	hit	single
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-07-01	72615	straight	1	NA	hit	single
Ogino, Takashi	荻野 貴司	LOT	2022-07-01	72615	cutter	5	NA	hit	double
Ogino, Takashi	荻野 貴司	LOT	2022-07-01	72615	straight	12	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-07-01	72615	change-up	1	NA	hit	double
Nakamura, Shogo	中村 奨吾	LOT	2022-07-01	72615	straight	1	NA	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-07-01	72615	split-finger	4	NA	hit	double
Satoh, Toshiya	佐藤 都志也	LOT	2022-07-01	72615	change-up	2	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-07-01	72615	straight	3	NA	hit	home-run
Kakunaka, Katsuya	角中 勝也	LOT	2022-07-01	72615	change-up	5	NA	hit	single
Chatani, Kenta	茶谷 健太	LOT	2022-07-01	72615	straight	6	NA	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-07-01	72615	slider	9	NA	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-02	72616	slider	1	128	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-02	72616	straight	1	144	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-02	72616	straight	2	145	hit	single
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-02	72616	straight	3	145	hit	double
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-07-02	72616	slider	2	126	hit	double
Ishii, Kazunari	石井 一成	NIP	2022-07-02	72616	curve	2	120	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-07-02	72616	straight	3	153	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-07-02	72616	straight	1	148	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-02	72616	straight	4	151	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-02	72616	straight	3	149	hit	double
Matsumoto, Goh	松本 剛	NIP	2022-07-02	72616	straight	2	147	hit	single
Kamikawabata, Daigo	上川畑 大悟	NIP	2022-07-02	72616	straight	3	153	hit	double
Usami, Shingo	宇佐見 真吾	NIP	2022-07-02	72616	straight	2	151	hit	single
Usami, Shingo	宇佐見 真吾	NIP	2022-07-02	72616	cutter	4	144	hit	home-run
Mimori, Masaki	三森 大貴	SFT	2022-07-02	72617	straight	9	148	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-02	72617	straight	1	146	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-02	72617	straight	3	147	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-07-02	72617	change-up	5	130	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-07-02	72617	slider	5	142	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-02	72617	nuckle-curve	2	124	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-02	72617	straight	3	146	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-07-02	72617	slider	4	132	hit	single
Nakamura, Akira	中村 晃	SFT	2022-07-02	72617	slider	6	141	hit	single
Kawagoe, Seiji	川越 誠司	SEI	2022-07-02	72617	sinker	4	142	hit	double
Genda, Sosuke	源田 壮亮	SEI	2022-07-02	72617	cutter	1	144	hit	home-run
Mori, Tomoya	森 友哉	SEI	2022-07-02	72617	sinker	6	145	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-02	72617	cutter	1	137	hit	double
Yamakawa, Hotaka	山川 穂高	SEI	2022-07-02	72617	shoot	3	145	hit	double
Kuriyama, Takumi	栗山 巧	SEI	2022-07-02	72617	straight	4	146	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-02	72618	straight	7	NA	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-02	72618	straight	2	NA	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-02	72618	slider	5	NA	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-02	72618	cutter	4	NA	hit	double
Mogi, Eigoro	茂木 栄五郎	RAK	2022-07-02	72618	straight	4	NA	hit	single
Ogino, Takashi	荻野 貴司	LOT	2022-07-02	72618	straight	3	NA	hit	single
Ogino, Takashi	荻野 貴司	LOT	2022-07-02	72618	straight	7	NA	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-02	72618	slider	4	NA	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-07-02	72618	straight	5	NA	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-03	72619	straight	1	150	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-03	72619	straight	5	150	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-03	72619	straight	2	142	hit	double
Adachi, Ryoichi	安達 了一	ORX	2022-07-03	72619	slider	2	126	hit	double
Adachi, Ryoichi	安達 了一	ORX	2022-07-03	72619	straight	3	145	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-03	72619	nuckle-curve	3	139	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-03	72619	fork	5	134	hit	double
Nakagawa, Keita	中川 圭太	ORX	2022-07-03	72619	straight	2	144	hit	triple
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-03	72619	straight	5	145	hit	single
Wakatsuki, Kenya	若月 健矢	ORX	2022-07-03	72619	straight	5	NA	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-03	72619	change-up	2	116	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-03	72619	fork	3	139	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-07-03	72619	slider	1	127	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-03	72619	straight	2	143	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-03	72619	straight	4	149	hit	home-run
Kimura, Fumikazu	木村 文紀	NIP	2022-07-03	72619	straight	2	145	hit	single
Kimura, Fumikazu	木村 文紀	NIP	2022-07-03	72619	straight	2	150	hit	double
Shutoh, Ukyo	周東 佑京	SFT	2022-07-03	72620	slider	4	119	hit	home-run
Shutoh, Ukyo	周東 佑京	SFT	2022-07-03	72620	slider	1	NA	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-07-03	72620	straight	4	131	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-07-03	72620	sinker	3	124	hit	double
Kawase, Hikaru	川瀬 晃	SFT	2022-07-03	72620	straight	3	129	hit	single
Umino, Takashi	海野 隆司	SFT	2022-07-03	72620	change-up	5	128	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-03	72620	straight	1	143	hit	single
Nishikawa, Haruki	西川 遥輝	RAK	2022-07-03	72621	straight	1	NA	hit	double
Nishikawa, Haruki	西川 遥輝	RAK	2022-07-03	72621	change-up	4	NA	hit	triple
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-03	72621	straight	1	NA	hit	triple
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-03	72621	straight	2	NA	hit	double
Asamura, Hideto	浅村 栄斗	RAK	2022-07-03	72621	curve	1	NA	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-07-03	72621	straight	4	NA	hit	single
Murabayashi, Itsuki	村林 一輝	RAK	2022-07-03	72621	straight	5	NA	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-03	72621	shoot	3	NA	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-03	72621	fork	3	NA	hit	double
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-03	72621	straight	1	NA	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-03	72621	fork	5	NA	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-03	72621	straight	2	NA	hit	double
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-03	72621	slider	5	NA	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-07-03	72621	slider	6	NA	hit	single
Okajima, Takero	岡島 豪郎	RAK	2022-07-03	72621	straight	4	NA	hit	single
Okajima, Takero	岡島 豪郎	RAK	2022-07-03	72621	straight	1	NA	hit	single
Okajima, Takero	岡島 豪郎	RAK	2022-07-03	72621	straight	3	NA	hit	double
Ohta, Hikaru	太田 光	RAK	2022-07-03	72621	curve	3	123	hit	single
Tanaka, Takaya	田中 貴也	RAK	2022-07-03	72621	straight	1	NA	hit	single
Mutoh, Atsuki	武藤 敦貴	RAK	2022-07-03	72621	two-seam	1	NA	hit	single
Mutoh, Atsuki	武藤 敦貴	RAK	2022-07-03	72621	fork	9	NA	hit	double
Takabe, Akito	髙部 瑛斗	LOT	2022-07-03	72621	slider	7	NA	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-03	72621	straight	5	NA	hit	double
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-03	72621	straight	1	NA	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-07-03	72621	straight	5	NA	hit	single
Oka, Hiromi	岡 大海	LOT	2022-07-03	72621	straight	4	NA	hit	double
Oka, Hiromi	岡 大海	LOT	2022-07-03	72621	straight	1	144	hit	home-run
Chatani, Kenta	茶谷 健太	LOT	2022-07-03	72621	straight	1	NA	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-07-05	72622	straight	2	149	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-05	72622	straight	1	147	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-05	72622	straight	2	149	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-05	72622	straight	1	NA	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-07-05	72622	straight	4	144	hit	triple
Imamiya, Kenta	今宮 健太	SFT	2022-07-05	72622	cutter	2	139	hit	single
Imamiya, Kenta	今宮 健太	SFT	2022-07-05	72622	straight	3	140	hit	single
Watanabe, Riku	渡邉 陸	SFT	2022-07-05	72622	slider	1	126	hit	single
