Player	選手	Team	Date	Game	Pitch	Pitches	Velocity	ResultType	Result
Ukai, Kosuke	鵜飼 航丞	CHU	2022-03-30	71739	straight	1	148	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-03-30	71739	straight	3	139	hit	single
Kinoshita, Takuya	木下 拓哉	CHU	2022-03-30	71739	straight	1	153	hit	double
Ishikawa, Takaya	石川 昂弥	CHU	2022-03-30	71739	straight	7	143	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-03-30	71740	slider	6	129	hit	single
Marte, Jefry	マルテ ジェフリー	HAN	2022-03-30	71740	straight	4	149	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-03-30	71740	straight	1	146	hit	single
Ohyama, Yusuke	大山 悠輔	HAN	2022-03-30	71740	two-seam	2	142	hit	single
Rojas Jr., Mel	ロハス・ジュニア メル	HAN	2022-03-30	71740	change-up	2	116	hit	home-run
Nakano, Takumu	中野 拓夢	HAN	2022-03-30	71740	curve	1	119	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-03-30	71740	change-up	6	125	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-03-30	71740	straight	5	139	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-03-30	71740	fork	10	140	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-03-30	71740	straight	2	141	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-03-30	71740	two-seam	2	132	hit	double
McBroom, Ryan	マクブルーム ライアン	HIR	2022-03-30	71740	two-seam	2	132	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-03-30	71740	cutter	4	135	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-03-30	71740	straight	6	NA	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-03-30	71740	two-seam	1	134	hit	single
Aizawa, Tsubasa	會澤 翼	HIR	2022-03-30	71740	change-up	5	124	hit	single
Suekane, Shota	末包 昇大	HIR	2022-03-30	71740	straight	1	151	hit	single
Nakamura, Kento	中村 健人	HIR	2022-03-30	71740	two-seam	5	131	hit	single
Matsuyama, Ryuhei	松山 竜平	HIR	2022-03-30	71740	straight	7	151	hit	single
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-03-31	71741	shoot	3	141	hit	single
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-03-31	71741	shoot	5	NA	hit	single
Sakamoto, Hayato	坂本 勇人	YOM	2022-03-31	71741	slider	2	132	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-03-31	71741	curve	4	104	hit	single
Okamoto, Kazuma	岡本 和真	YOM	2022-03-31	71741	shoot	2	140	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-03-31	71741	cutter	2	NA	hit	single
Matsubara, Seiya	松原 聖弥	YOM	2022-03-31	71741	shoot	2	NA	hit	single
Ohshiro, Takumi	大城 卓三	YOM	2022-03-31	71741	shoot	5	143	hit	double
Walker, Adam	ウォーカー アダム	YOM	2022-03-31	71741	shoot	2	140	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-03-31	71741	straight	2	144	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-03-31	71741	straight	6	143	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-03-31	71741	shoot	2	140	hit	double
Santana, Domingo	サンタナ ドミンゴ	YAK	2022-03-31	71741	straight	2	142	hit	single
Santana, Domingo	サンタナ ドミンゴ	YAK	2022-03-31	71741	straight	5	152	hit	home-run
Osuna, José	オスナ ホセ	YAK	2022-03-31	71741	curve	2	NA	hit	single
Hamada, Taiki	濱田 太貴	YAK	2022-03-31	71741	change-up	3	NA	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-03-31	71742	slider	3	117	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-03-31	71742	slider	2	134	hit	single
Sano, Keita	佐野 恵太	YOK	2022-03-31	71742	cutter	5	131	hit	single
Sano, Keita	佐野 恵太	YOK	2022-03-31	71742	cutter	6	129	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-03-31	71742	two-seam	7	140	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-03-31	71742	change-up	2	135	hit	single
Sekine, Taiki	関根 大気	YOK	2022-03-31	71742	straight	5	140	hit	single
Ohshima, Yohei	大島 洋平	CHU	2022-03-31	71742	straight	4	143	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-03-31	71742	straight	3	139	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-03-31	71742	change-up	4	124	hit	single
Kinoshita, Takuya	木下 拓哉	CHU	2022-03-31	71742	curve	4	115	hit	single
Ishikawa, Takaya	石川 昂弥	CHU	2022-03-31	71742	straight	5	143	hit	single
Kyoda, Yota	京田 陽太	CHU	2022-03-31	71742	straight	4	136	hit	double
Chikamoto, Koji	近本 光司	HAN	2022-03-31	71743	slider	1	125	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-03-31	71743	slider	4	125	hit	double
Itohara, Kento	糸原 健斗	HAN	2022-03-31	71743	change-up	2	127	hit	double
Sato, Teruaki	佐藤 輝明	HAN	2022-03-31	71743	shoot	2	143	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-03-31	71743	straight	2	143	hit	double
Ohyama, Yusuke	大山 悠輔	HAN	2022-03-31	71743	straight	3	141	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-03-31	71743	straight	8	143	hit	single
Umeno, Ryutaro	梅野 隆太郎	HAN	2022-03-31	71743	straight	3	NA	hit	single
Umeno, Ryutaro	梅野 隆太郎	HAN	2022-03-31	71743	slider	5	129	hit	double
Umeno, Ryutaro	梅野 隆太郎	HAN	2022-03-31	71743	shoot	1	150	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-03-31	71743	cutter	3	125	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-03-31	71743	straight	5	134	hit	double
McBroom, Ryan	マクブルーム ライアン	HIR	2022-03-31	71743	straight	1	133	hit	double
Sakakura, Shogo	坂倉 将吾	HIR	2022-03-31	71743	cutter	4	127	hit	single
Dobayashi, Shota	堂林 翔太	HIR	2022-03-31	71743	straight	6	147	hit	single
Uemoto, Takashi	上本 崇司	HIR	2022-03-31	71743	nuckle-curve	4	110	hit	single
Ugusa, Koki	宇草 孔基	HIR	2022-03-31	71743	straight	5	133	hit	double
Nunez, Renato	ヌニエス レナート	NIP	2022-03-27	72448	fork	4	142	hit	double
Matsumoto, Goh	松本 剛	NIP	2022-03-27	72448	straight	5	149	hit	double
Mannami, Chusei	万波 中正	NIP	2022-03-27	72448	cutter	4	136	hit	home-run
Mimori, Masaki	三森 大貴	SFT	2022-03-27	72448	straight	3	147	hit	triple
Imamiya, Kenta	今宮 健太	SFT	2022-03-27	72448	straight	2	141	hit	single
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-03-27	72448	slider	2	125	hit	single
Kurihara, Ryoya	栗原 陵矢	SFT	2022-03-27	72448	fork	6	132	hit	home-run
Kurihara, Ryoya	栗原 陵矢	SFT	2022-03-27	72448	straight	5	142	hit	double
Kurihara, Ryoya	栗原 陵矢	SFT	2022-03-27	72448	straight	1	145	hit	single
Nakamura, Akira	中村 晃	SFT	2022-03-27	72448	straight	2	150	hit	single
Kai, Takuya	甲斐 拓也	SFT	2022-03-27	72448	straight	3	147	hit	double
Nishikawa, Haruki	西川 遥輝	RAK	2022-03-29	72451	curve	1	117	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-03-29	72451	cutter	5	128	hit	single
Marmolejos, Jose	マルモレホス ホセ	RAK	2022-03-29	72451	straight	4	NA	hit	single
Marmolejos, Jose	マルモレホス ホセ	RAK	2022-03-29	72451	straight	2	146	hit	single
Tanaka, Kazuki	田中 和基	RAK	2022-03-29	72451	straight	2	NA	hit	single
Yasuda, Yuma	安田 悠馬	RAK	2022-03-29	72451	cutter	1	NA	hit	home-run
Fukuda, Shuhei	福田 周平	ORX	2022-03-29	72451	straight	2	156	hit	single
Valera, Breyvic	バレラ ブレイビック	ORX	2022-03-29	72451	straight	1	147	hit	double
Valera, Breyvic	バレラ ブレイビック	ORX	2022-03-29	72451	cutter	2	148	hit	single
Ravelo, Rangel	ラベロ ランヘル	ORX	2022-03-29	72451	straight	6	152	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-03-29	72451	straight	5	NA	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-03-29	72451	split-finger	5	NA	hit	single
Suzuki, Shohei	鈴木 将平	SEI	2022-03-30	72452	fork	2	131	hit	single
Suzuki, Shohei	鈴木 将平	SEI	2022-03-30	72452	straight	5	138	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-03-30	72452	shoot	1	137	hit	single
Mori, Tomoya	森 友哉	SEI	2022-03-30	72452	straight	5	138	hit	single
Yamakawa, Hotaka	山川 穂高	SEI	2022-03-30	72452	cutter	1	130	hit	single
Wu, Nien-ting	呉 念庭	SEI	2022-03-30	72452	straight	2	148	hit	single
Nakamura, Takeya	中村 剛也	SEI	2022-03-30	72452	straight	4	138	hit	double
Nakamura, Takeya	中村 剛也	SEI	2022-03-30	72452	straight	2	139	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-03-30	72452	straight	6	138	hit	single
Kuriyama, Takumi	栗山 巧	SEI	2022-03-30	72452	straight	9	140	hit	single
Watanabe, Ryo	渡邉 諒	NIP	2022-03-30	72452	slider	1	121	hit	triple
Kondoh, Kensuke	近藤 健介	NIP	2022-03-30	72452	cutter	4	135	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-03-30	72452	straight	5	NA	hit	double
Ishii, Kazunari	石井 一成	NIP	2022-03-30	72452	slider	3	125	hit	single
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-03-30	72452	straight	4	148	hit	single
Usami, Shingo	宇佐見 真吾	NIP	2022-03-30	72452	cutter	5	NA	hit	double
Suzuki, Shohei	鈴木 将平	SEI	2022-03-29	72449	cutter	5	138	hit	single
Yamakawa, Hotaka	山川 穂高	SEI	2022-03-29	72449	straight	7	143	hit	home-run
Yamakawa, Hotaka	山川 穂高	SEI	2022-03-29	72449	slider	2	127	hit	home-run
Mori, Tomoya	森 友哉	SEI	2022-03-29	72449	straight	4	140	hit	double
Mori, Tomoya	森 友哉	SEI	2022-03-29	72449	straight	6	142	hit	single
Kuriyama, Takumi	栗山 巧	SEI	2022-03-29	72449	change-up	6	NA	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-03-29	72449	straight	1	NA	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-03-29	72449	straight	5	143	hit	single
Imagawa, Yuma	今川 優馬	NIP	2022-03-29	72449	slider	2	129	hit	single
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-03-29	72449	straight	1	146	hit	single
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-03-29	72449	straight	2	142	hit	single
Shimizu, Yushi	清水 優心	NIP	2022-03-29	72449	change-up	4	NA	hit	single
Shimizu, Yushi	清水 優心	NIP	2022-03-29	72449	slider	6	132	hit	double
Nishikawa, Haruki	西川 遥輝	RAK	2022-03-30	72454	cutter	6	NA	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-03-30	72454	curve	3	103	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-03-30	72454	cutter	3	151	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-03-30	72454	straight	2	150	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-03-30	72454	straight	6	NA	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-03-30	72454	straight	4	144	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-03-30	72454	cutter	3	NA	hit	double
Shimauchi, Hiroaki	島内 宏明	RAK	2022-03-30	72454	straight	1	153	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-03-30	72454	straight	1	150	hit	single
Watanabe, Yoshiaki	渡邊 佳明	RAK	2022-03-30	72454	straight	3	148	hit	single
Watanabe, Yoshiaki	渡邊 佳明	RAK	2022-03-30	72454	slider	1	131	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-03-30	72454	straight	3	150	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-03-30	72454	cutter	6	137	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-03-30	72454	straight	5	147	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-03-30	72454	fork	2	137	hit	double
Yoshida, Masataka	吉田 正尚	ORX	2022-03-30	72454	straight	3	147	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-03-30	72454	slider	1	133	hit	single
Valera, Breyvic	バレラ ブレイビック	ORX	2022-03-30	72454	curve	3	121	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-03-31	72455	straight	5	149	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-03-31	72455	curve	6	122	hit	double
Tonosaki, Shuta	外崎 修汰	SEI	2022-03-31	72455	straight	8	144	hit	single
Wu, Nien-ting	呉 念庭	SEI	2022-03-31	72455	straight	3	150	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-03-31	72455	straight	5	144	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-03-31	72455	cutter	2	140	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-03-31	72455	straight	3	148	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-03-31	72455	straight	3	130	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-03-31	72455	straight	8	132	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-03-31	72455	change-up	3	131	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-03-31	72455	slider	5	112	hit	double
Nunez, Renato	ヌニエス レナート	NIP	2022-03-31	72455	straight	4	130	hit	single
Asama, Daiki	淺間 大基	NIP	2022-03-31	72455	straight	1	131	hit	home-run
Usami, Shingo	宇佐見 真吾	NIP	2022-03-31	72455	straight	3	144	hit	single
Usami, Shingo	宇佐見 真吾	NIP	2022-03-31	72455	straight	1	146	hit	double
Watanabe, Ryo	渡邉 諒	NIP	2022-03-31	72455	slider	2	120	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-03-31	72456	slider	2	NA	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-03-31	72456	curve	5	NA	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-03-31	72456	straight	4	NA	hit	single
Nakamura, Akira	中村 晃	SFT	2022-03-31	72456	fork	7	137	hit	double
Nakamura, Akira	中村 晃	SFT	2022-03-31	72456	straight	5	NA	hit	single
Galvis, Freddy	ガルビス フレディ	SFT	2022-03-31	72456	cutter	5	NA	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-03-31	72456	fork	6	NA	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-03-31	72456	straight	2	NA	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-03-31	72456	fork	5	NA	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-03-31	72456	fork	3	NA	hit	single
Martin, Leonys	マーティン レオネス	LOT	2022-03-31	72456	straight	6	147	hit	single
Martin, Leonys	マーティン レオネス	LOT	2022-03-31	72456	straight	1	145	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-03-31	72456	change-up	2	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-03-31	72456	straight	5	149	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-03-31	72456	straight	4	146	hit	single
Sugano, Tsuyoshi	菅野 剛士	LOT	2022-03-31	72456	change-up	4	NA	hit	single
Hechavarria, Adeiny	エチェバリア アデイニー	LOT	2022-03-31	72456	two-seam	1	137	hit	home-run
Suzuki, Daichi	鈴木 大地	RAK	2022-03-31	72457	two-seam	3	145	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-03-31	72457	straight	2	143	hit	double
Akaminai, Ginji	赤見内 銀次	RAK	2022-03-31	72457	straight	3	NA	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-03-31	72457	straight	3	142	hit	double
Mune, Yuma	宗 佑磨	ORX	2022-03-31	72457	change-up	6	132	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-03-31	72457	curve	1	100	hit	double
Mune, Yuma	宗 佑磨	ORX	2022-03-31	72457	change-up	3	133	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-03-31	72457	curve	6	101	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-03-31	72457	straight	6	142	hit	single
Fushimi, Torai	伏見 寅威	ORX	2022-03-31	72457	straight	5	143	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-03-29	72450	slider	2	NA	hit	single
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-03-29	72450	straight	3	NA	hit	single
Nakamura, Akira	中村 晃	SFT	2022-03-29	72450	curve	5	NA	hit	single
Imamiya, Kenta	今宮 健太	SFT	2022-03-29	72450	straight	3	147	hit	single
Imamiya, Kenta	今宮 健太	SFT	2022-03-29	72450	slider	4	123	hit	double
Takabe, Akito	髙部 瑛斗	LOT	2022-03-29	72450	straight	1	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-03-29	72450	straight	3	NA	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-03-30	72453	straight	6	NA	hit	single
Uebayashi, Seiji	上林 誠知	SFT	2022-03-30	72453	straight	3	NA	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-03-30	72453	cutter	3	NA	hit	single
Kurihara, Ryoya	栗原 陵矢	SFT	2022-03-30	72453	straight	5	NA	hit	single
Galvis, Freddy	ガルビス フレディ	SFT	2022-03-30	72453	change-up	2	NA	hit	single
Galvis, Freddy	ガルビス フレディ	SFT	2022-03-30	72453	shoot	3	NA	hit	single
Nakamura, Akira	中村 晃	SFT	2022-03-30	72453	change-up	4	NA	hit	single
Nakamura, Akira	中村 晃	SFT	2022-03-30	72453	cutter	2	137	hit	single
Nakamura, Akira	中村 晃	SFT	2022-03-30	72453	straight	4	NA	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-03-30	72453	straight	2	NA	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-03-30	72453	straight	4	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-03-30	72453	slider	2	NA	hit	single
Oka, Hiromi	岡 大海	LOT	2022-03-30	72453	straight	2	137	hit	single
Kakinuma, Tomoya	柿沼 友哉	LOT	2022-03-30	72453	change-up	4	130	hit	single
Fukuda, Koki	福田 光輝	LOT	2022-03-30	72453	fork	3	NA	hit	single
Fukuda, Koki	福田 光輝	LOT	2022-03-30	72453	fork	2	139	hit	double
Takabe, Akito	髙部 瑛斗	LOT	2022-03-25	72440	cutter	1	137	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-03-25	72440	straight	2	150	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-03-25	72440	cutter	4	137	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-03-25	72440	slider	3	131	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-03-25	72440	slider	2	127	hit	double
Fujioka, Yudai	藤岡 裕大	LOT	2022-03-25	72440	fork	5	134	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-03-25	72440	two-seam	2	139	hit	single
Mogi, Eigoro	茂木 栄五郎	RAK	2022-03-25	72440	sinker	3	126	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-03-25	72440	two-seam	6	139	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-03-25	72441	straight	2	143	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-03-25	72441	fork	4	NA	hit	double
Yoshida, Masataka	吉田 正尚	ORX	2022-03-25	72441	straight	2	144	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-03-25	72441	straight	4	145	hit	single
Gotoh, Shunta	後藤 駿太	ORX	2022-03-25	72441	fork	9	141	hit	single
Adachi, Ryoichi	安達 了一	ORX	2022-03-25	72441	fork	6	140	hit	single
Adachi, Ryoichi	安達 了一	ORX	2022-03-25	72441	slider	3	133	hit	triple
O'Grady, Brian	オグレディ ブライアン	SEI	2022-03-25	72441	fork	5	142	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-03-25	72441	straight	4	147	hit	double
Nakamura, Takeya	中村 剛也	SEI	2022-03-25	72441	fork	1	145	hit	single
Takeda, Aito	武田 愛斗	SEI	2022-03-25	72441	slider	4	136	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-03-25	72442	straight	5	154	hit	home-run
Matsumoto, Goh	松本 剛	NIP	2022-03-25	72442	fork	6	139	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-03-25	72442	straight	3	153	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-03-25	72442	cutter	7	NA	hit	double
Mimori, Masaki	三森 大貴	SFT	2022-03-25	72442	straight	3	152	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-03-25	72442	straight	3	NA	hit	single
Galvis, Freddy	ガルビス フレディ	SFT	2022-03-25	72442	change-up	2	131	hit	single
Galvis, Freddy	ガルビス フレディ	SFT	2022-03-25	72442	split-finger	2	NA	hit	home-run
Yanagita, Yuki	柳田 悠岐	SFT	2022-03-25	72442	straight	1	151	hit	double
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-03-25	72442	straight	2	143	hit	double
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-03-25	72442	slider	3	127	hit	single
Matsuda, Nobuhiro	松田 宣浩	SFT	2022-03-25	72442	straight	5	151	hit	single
Ravelo, Rangel	ラベロ ランヘル	ORX	2022-03-26	72444	straight	5	148	hit	single
Suzuki, Shohei	鈴木 将平	SEI	2022-03-26	72444	straight	4	147	hit	double
Suzuki, Shohei	鈴木 将平	SEI	2022-03-26	72444	straight	4	NA	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-03-26	72444	slider	3	123	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-03-26	72444	change-up	2	120	hit	single
Nakamura, Takeya	中村 剛也	SEI	2022-03-26	72444	slider	2	136	hit	single
Yamakawa, Hotaka	山川 穂高	SEI	2022-03-26	72444	straight	2	144	hit	home-run
Yamakawa, Hotaka	山川 穂高	SEI	2022-03-26	72444	fork	3	134	hit	double
Mori, Tomoya	森 友哉	SEI	2022-03-26	72444	straight	5	148	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-03-26	72444	straight	3	146	hit	double
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-03-26	72445	straight	3	148	hit	home-run
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-03-26	72445	cutter	5	138	hit	home-run
Alcantara, Arismendy	アルカンタラ アリスメンディ	NIP	2022-03-26	72445	change-up	3	140	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-03-26	72445	cutter	3	137	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-03-26	72445	straight	5	149	hit	home-run
Nunez, Renato	ヌニエス レナート	NIP	2022-03-26	72445	sinker	4	143	hit	single
Asama, Daiki	淺間 大基	NIP	2022-03-26	72445	fork	3	134	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-03-26	72445	straight	4	144	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-03-26	72445	straight	1	142	hit	double
Yanagita, Yuki	柳田 悠岐	SFT	2022-03-26	72445	straight	1	146	hit	single
Gracial, Yurisbel	グラシアル ユリスベル	SFT	2022-03-26	72445	cutter	1	133	hit	double
Kurihara, Ryoya	栗原 陵矢	SFT	2022-03-26	72445	straight	2	146	hit	home-run
Kurihara, Ryoya	栗原 陵矢	SFT	2022-03-26	72445	cutter	5	137	hit	single
Imamiya, Kenta	今宮 健太	SFT	2022-03-26	72445	straight	5	148	hit	double
Imamiya, Kenta	今宮 健太	SFT	2022-03-26	72445	cutter	5	135	hit	double
Imamiya, Kenta	今宮 健太	SFT	2022-03-26	72445	two-seam	3	141	hit	single
